"Player_name","Year","Level","T","G","W","L","IP","TBF","Kpct","BBpct","K_BB","HR_9","FIP","ERA","DER","DER_denom"
"井上　公志",2013,"Top","D","11","1","1",12,57,19.3,8.77,10.5,0.75,3.63,4.5,0.568,37
"岩瀬　仁紀",2013,"Top","D","55","2","3",53.3,227,16.3,8.37,7.9,0.34,2.83,1.86,0.718,163
"岩田　慎司",2013,"Top","D","5","1","2",25.7,113,12.4,2.65,9.7,0.7,3.39,5.61,0.663,92
"大野　雄大",2013,"Top","D","25","10","10",146.3,624,18.8,6.89,11.9,0.74,3.31,3.81,0.688,446
"岡田　俊哉",2013,"Top","D","66","7","5",87,362,18.5,10.22,8.3,0.62,3.59,2.79,0.756,250
"小川　龍也",2013,"Top","D","1","0","0",3,14,0,14.29,-14.3,3,10.22,6,0.8,10
"小熊　凌祐",2013,"Top","D","28","1","0",27.3,103,18.4,1.94,16.5,0.66,2.88,2.3,0.756,78
"カブレラ",2013,"Top","D","20","6","5",116.7,492,19.9,7.32,12.6,0.46,2.93,3.09,0.701,345
"川上　憲伸",2013,"Top","D","5","1","1",28,119,10.1,10.92,-0.8,0.96,4.71,3.21,0.744,90
"川崎　貴弘",2013,"Top","D","1","0","0",1,6,16.7,33.33,-16.7,0,6.88,9,0.667,3
"小林　正人",2013,"Top","D","33","0","0",15.3,67,10.4,4.48,6,0,2.75,4.11,0.679,56
"清水　昭信",2013,"Top","D","4","0","0",3.3,17,11.8,11.76,0,0,6.18,10.8,0.7,10
"鈴木　義広",2013,"Top","D","15","0","1",15.7,68,10.3,11.76,-1.5,0,3.33,3.45,0.712,52
"高橋　聡文",2013,"Top","D","29","2","2",25.7,112,25.9,9.82,16.1,0.7,2.92,3.51,0.676,68
"田島　慎二",2013,"Top","D","50","5","10",64.3,286,21,11.19,9.8,0.42,3.16,4.76,0.658,184
"辻　孟彦",2013,"Top","D","13","0","0",19.7,83,18.1,9.64,8.4,0.46,3.24,4.58,0.678,59
"中田　賢一",2013,"Top","D","40","4","6",98,428,19.4,10.51,8.9,0.46,3.35,3.4,0.717,283
"西川　健太郎",2013,"Top","D","12","1","6",46,207,13,9.18,3.9,1.57,5.21,6.26,0.725,153
"ブラッドリー",2013,"Top","D","14","2","2",53.3,233,9.4,6.87,2.6,0.68,3.93,3.71,0.695,187
"福谷　浩司",2013,"Top","D","9","0","1",7.3,36,11.1,19.44,-8.3,1.23,6.02,7.36,0.696,23
"マドリガル",2013,"Top","D","31","2","0",39,168,16.7,10.71,6,1.38,4.83,3.23,0.754,114
"三瀬　幸司",2013,"Top","D","20","1","0",20.3,78,17.9,6.41,11.5,0.89,3.52,1.77,0.772,57
"武藤　祐太",2013,"Top","D","58","2","2",70,306,16.3,9.48,6.9,0.9,4.04,3.73,0.712,219
"矢地　健人",2013,"Top","D","9","0","0",11.7,45,20,2.22,17.8,1.54,4.08,3.86,0.781,32
"山井　大介",2013,"Top","D","23","5","6",97.7,434,14.5,10.14,4.4,1.01,4.41,4.15,0.695,308
"山内　壮馬",2013,"Top","D","9","2","4",50.3,234,9.4,10.26,-0.9,1.43,5.45,5.54,0.661,177
"山本昌",2013,"Top","D","16","5","2",70.7,314,12.4,8.92,3.5,0.76,4.03,4.46,0.689,238
"雄太",2013,"Top","D","3","1","0",14,55,9.1,7.27,1.8,0.64,3.96,2.57,0.822,45
"吉見　一起",2013,"Top","D","6","1","4",36.3,157,18.5,6.37,12.1,1.24,3.65,4.71,0.682,110
"安部　建輝",2013,"Top","DB","1","0","0",1,6,0,33.33,-33.3,0,8.88,9,0.75,4
"井納　翔一",2013,"Top","DB","18","5","7",89.3,401,16.5,8.73,7.7,0.71,3.67,5.34,0.677,291
"大田　阿斗里",2013,"Top","DB","38","2","4",38.7,169,18.9,8.88,10.1,0.7,3.63,3.72,0.737,114
"大原　慎司",2013,"Top","DB","58","2","0",48,188,20.2,9.04,11.2,1.12,3.99,3,0.792,125
"長田　秀一郎",2013,"Top","DB","24","2","0",25.7,106,21.7,10.38,11.3,1.75,4.91,3.86,0.746,118
"加賀　繁",2013,"Top","DB","48","1","4",34,153,21.6,6.54,15,1.06,3.27,3.97,0.629,97
"加賀美　希昇",2013,"Top","DB","8","1","4",31.3,146,15.8,13.7,2.1,0.86,4.58,6.03,0.68,100
"神内　靖",2013,"Top","DB","5","0","1",10,49,16.3,18.37,-2,1.8,6.88,8.1,0.724,29
"菊地　和正",2013,"Top","DB","24","0","1",20,95,12.6,7.37,5.3,0.9,4.33,4.95,0.639,72
"国吉　佑樹",2013,"Top","DB","3","2","1",19.3,93,10.8,6.45,4.3,0.93,4.9,7.45,0.643,70
"コーコラン",2013,"Top","DB","7","1","3",33.7,155,9,11.61,-2.6,1.87,6.63,5.61,0.681,113
"小杉　陽太",2013,"Top","DB","6","1","2",28.3,126,15.9,13.49,2.4,0.95,4.75,4.76,0.682,85
"小林　寛",2013,"Top","DB","24","2","1",58.7,256,14.8,11.33,3.5,0.15,3.45,2.76,0.681,185
"小林　太志",2013,"Top","DB","11","0","1",13.3,67,13.4,13.43,0,1.35,5.73,8.78,0.652,46
"佐藤　祥万",2013,"Top","DB","8","0","0",7.3,32,9.4,15.62,-6.2,0,4.11,1.23,0.667,24
"須田　幸太",2013,"Top","DB","14","6","3",63.3,285,12.3,12.63,-0.4,0.85,4.86,4.83,0.717,205
"鄭　凱文",2013,"Top","DB","6","0","2",21,98,11.2,11.22,0,1.71,6.03,7.29,0.676,71
"ソーサ",2013,"Top","DB","55","3","4",60.3,249,21.7,8.43,13.3,0.3,2.57,1.79,0.715,172
"ソト",2013,"Top","DB","8","1","3",30.7,161,13.7,13.66,0,0.88,5.07,9.68,0.555,110
"高崎　健太郎",2013,"Top","DB","20","2","5",66.3,298,18.1,10.4,7.7,1.36,4.62,5.83,0.675,203
"田中　健二朗",2013,"Top","DB","9","0","0",13,59,18.6,10.17,8.5,2.77,6.58,4.85,0.684,38
"土屋　健二",2013,"Top","DB","7","2","1",9.7,47,14.9,6.38,8.5,2.79,6.71,6.52,0.636,33
"冨田　康祐",2013,"Top","DB","1","0","0",0.7,4,0,25,-25,0,7.38,27,0.667,3
"林　昌範",2013,"Top","DB","14","0","0",12,48,16.7,8.33,8.3,0.75,3.88,3,0.75,32
"福田　岳洋",2013,"Top","DB","2","0","0",3,15,20,0,20,0,0.88,9,0.5,12
"藤井　秀悟",2013,"Top","DB","21","6","5",117,510,12,11.37,0.6,1.08,4.94,3.54,0.73,371
"藤江　均",2013,"Top","DB","25","3","1",28.3,109,19.3,4.59,14.7,0,2.04,1.27,0.756,82
"三浦　大輔",2013,"Top","DB","27","9","13",175.7,731,14.9,4.51,10.4,1.33,4.15,3.94,0.724,562
"三嶋　一輝",2013,"Top","DB","34","6","9",146.3,642,22.6,12.31,10.3,1.23,4.3,3.94,0.704,398
"山口　俊",2013,"Top","DB","44","5","2",46.7,202,23.8,7.92,15.8,1.16,3.59,5.4,0.69,129
"吉川　輝昭",2013,"Top","DB","21","2","2",26.7,132,9.8,11.36,-1.5,2.36,6.9,7.43,0.667,96
"青山　浩二",2013,"Top","E","60","3","5",60.3,263,22.8,7.6,15.2,0.9,3.13,3.43,0.684,174
"上園　啓史",2013,"Top","E","5","0","3",13.7,62,17.7,8.06,9.7,0.66,3.54,7.24,0.659,44
"片山　博視",2013,"Top","E","31","3","1",35.7,160,13.8,10,3.8,0.25,3.53,3.03,0.689,119
"加藤　大輔",2013,"Top","E","6","0","2",10.3,58,6.9,17.24,-10.3,3.48,10.34,8.71,0.667,39
"金刃　憲人",2013,"Top","E","39","1","0",34,129,19.4,4.65,14.7,0.26,2.24,1.85,0.698,96
"釜田　佳直",2013,"Top","E","8","1","2",13.7,75,14.7,10.67,4,0.66,4.64,12.51,0.558,52
"辛島　航",2013,"Top","E","11","3","4",59,247,18.2,7.69,10.5,0.92,3.65,4.42,0.678,177
"川井　貴志",2013,"Top","E","6","3","2",30,122,10.7,4.1,6.6,0.9,3.82,3,0.703,101
"菊池　保則",2013,"Top","E","14","1","5",33.3,158,13.9,14.56,-0.6,0.81,4.89,6.48,0.679,109
"小山　伸一郎",2013,"Top","E","45","1","4",45.7,197,21.3,10.15,11.2,1.18,4.26,3.94,0.726,124
"斎藤　隆",2013,"Top","E","30","3","0",26.7,111,22.5,9.01,13.5,0.34,2.73,2.36,0.676,74
"ダックワース",2013,"Top","E","18","5","5",87.7,392,16.3,9.44,6.9,0.92,4.23,4.31,0.703,276
"高堀　和也",2013,"Top","E","14","1","0",12.7,61,8.2,11.48,-3.3,1.42,6.04,6.39,0.727,44
"田中　将大",2013,"Top","E","28","24","0",212,822,22.3,3.89,18.4,0.25,2.02,1.27,0.729,598
"土屋　朋弘",2013,"Top","E","5","0","0",6.3,28,21.4,0,21.4,4.26,7.15,5.68,0.684,19
"戸村　健次",2013,"Top","E","12","4","2",67.7,284,7.7,9.86,-2.1,0.53,4.38,3.33,0.74,227
"永井　怜",2013,"Top","E","10","2","4",54.7,229,13.5,6.55,7,0.99,4.11,3.46,0.766,175
"則本　昂大",2013,"Top","E","27","15","8",170,695,19.3,7.34,11.9,0.74,3.37,3.34,0.738,489
"ハウザー",2013,"Top","E","22","2","2",37.3,172,18.6,11.05,7.6,0.96,4.33,6.03,0.667,114
"長谷部　康平",2013,"Top","E","24","1","1",34.3,135,23,7.41,15.6,0.26,2.51,1.83,0.747,91
"福山　博之",2013,"Top","E","22","0","0",34.7,145,13.8,6.9,6.9,0.26,2.97,4.41,0.711,114
"星野　智樹",2013,"Top","E","11","0","1",5.7,32,12.5,18.75,-6.2,1.59,7.47,12.71,0.65,20
"美馬　学",2013,"Top","E","18","6","5",98.3,430,14.7,7.21,7.4,1.01,4.25,4.12,0.662,317
"宮川　将",2013,"Top","E","17","2","0",40.3,177,18.6,11.86,6.8,1.12,4.42,2.45,0.695,118
"ラズナー",2013,"Top","E","37","1","2",37.7,149,26.8,7.38,19.5,0.24,1.98,3.35,0.691,97
"レイ",2013,"Top","E","5","0","1",19.3,81,12.3,12.35,0,0.93,4.75,3.26,0.814,59
"新垣　勇人",2013,"Top","F","1","0","1",4.3,24,12.5,0,12.5,4.15,7.5,14.54,0.579,19
"石井　裕也",2013,"Top","F","51","4","6",46,202,17.3,11.39,5.9,0.39,3.36,2.74,0.695,141
"乾　真大",2013,"Top","F","19","0","0",28.3,132,16.7,9.85,6.8,0.64,3.73,6.04,0.638,94
"ウルフ",2013,"Top","F","22","9","6",130,550,10.9,5.82,5.1,0.42,3.41,3.05,0.714,447
"榎下　陽大",2013,"Top","F","9","1","0",12.3,47,19.1,4.26,14.9,0.73,3.21,3.65,0.794,34
"大谷　翔平",2013,"Top","F","13","3","0",61.7,274,16.8,12.04,4.7,0.58,4.23,4.23,0.71,183
"大塚　豊",2013,"Top","F","8","0","0",9.7,42,11.9,9.52,2.4,0.93,4.44,4.66,0.688,32
"鍵谷　陽平",2013,"Top","F","38","2","3",54,231,18.2,14.29,3.9,0.67,4.18,3.33,0.755,151
"河野　秀数",2013,"Top","F","33","0","2",32.3,135,17.8,14.81,3,0.28,3.75,2.23,0.729,85
"木佐貫　洋",2013,"Top","F","24","9","8",145,620,15.3,8.06,7.3,0.62,3.59,3.66,0.715,459
"ケッペル",2013,"Top","F","8","2","5",36.7,171,9.4,11.7,-2.3,0.74,5.04,6.14,0.703,128
"齊藤　勝",2013,"Top","F","5","0","0",3.3,15,20,26.67,-6.7,0,4.68,5.4,0.875,8
"斎藤　佑樹",2013,"Top","F","1","0","1",4,23,4.3,21.74,-17.4,0,6.88,13.5,0.688,16
"榊原　諒",2013,"Top","F","2","0","0",4,17,11.8,11.76,0,0,3.38,0,0.692,13
"武田　久",2013,"Top","F","47","2","2",47.3,227,12.3,7.05,5.3,0.57,3.54,2.28,0.649,174
"武田　勝",2013,"Top","F","22","8","7",129,546,8.6,4.95,3.7,0.77,3.96,3.91,0.719,456
"多田野　数人",2013,"Top","F","4","0","2",19.3,81,7.4,13.58,-6.2,1.4,5.99,2.79,0.864,59
"谷元　圭介",2013,"Top","F","31","6","6",89.3,388,13.7,9.79,3.9,1.01,4.43,3.93,0.71,283
"トーマス",2013,"Top","F","3","0","2",10.3,53,11.3,16.98,-5.7,0,4.63,8.71,0.649,37
"中村　勝",2013,"Top","F","13","1","4",44,192,9.4,13.02,-3.6,0.61,4.86,5.11,0.699,143
"根本　朋久",2013,"Top","F","6","0","0",8.7,37,8.1,13.51,-5.4,3.12,8.77,4.15,0.84,25
"増井　浩俊",2013,"Top","F","66","4","4",63,273,23.1,5.86,17.2,0.43,2.36,3.71,0.636,187
"宮西　尚生",2013,"Top","F","57","3","1",46.7,197,19.8,8.12,11.7,0.19,2.46,1.74,0.713,136
"モルケン",2013,"Top","F","5","0","0",7.3,34,14.7,5.88,8.8,1.23,4.52,3.68,0.68,25
"森内　壽春",2013,"Top","F","5","0","0",9,47,12.8,12.77,0,3,7.88,7,0.688,32
"屋宜　照悟",2013,"Top","F","3","1","0",4.7,26,11.5,15.38,-3.8,0,4.17,11.57,0.474,19
"矢貫　俊之",2013,"Top","F","57","2","3",65.7,279,21.1,9.68,11.5,0.27,2.81,3.43,0.688,189
"吉川　光夫",2013,"Top","F","26","7","15",160.3,686,18.2,8.31,9.9,0.56,3.3,3.31,0.714,489
"アコスタ",2013,"Top","G","14","1","0",13,57,21.1,7.02,14,2.77,5.96,5.54,0.703,37
"青木　高広",2013,"Top","G","34","5","1",31.3,120,15.8,5.83,10,0.29,2.85,2.87,0.8,90
"阿南　徹",2013,"Top","G","2","1","0",7,27,11.1,3.7,7.4,0,2.46,2.57,0.739,23
"一岡　竜司",2013,"Top","G","9","0","0",10.3,44,18.2,6.82,11.4,0,2.21,5.23,0.667,33
"今村　信貴",2013,"Top","G","3","1","1",17,69,20.3,5.8,14.5,1.06,3.47,2.12,0.673,49
"内海　哲也",2013,"Top","G","25","13","6",160.3,675,15.9,6.96,8.9,0.62,3.41,3.31,0.71,503
"江柄子　裕樹",2013,"Top","G","4","1","0",4,19,10.5,0,10.5,0,1.88,4.5,0.588,17
"笠原　将生",2013,"Top","G","30","4","1",46,203,25.1,12.32,12.8,1.57,4.62,3.33,0.698,116
"香月　良太",2013,"Top","G","19","0","0",19,82,9.8,6.1,3.7,1.42,4.88,6.16,0.682,66
"公文　克彦",2013,"Top","G","3","0","0",3,13,30.8,7.69,23.1,0,1.22,0,0.5,8
"小山　雄輝",2013,"Top","G","10","0","2",35,150,20.7,10,10.7,1.03,3.97,3.86,0.697,99
"澤村　拓一",2013,"Top","G","34","5","10",158.3,654,22.6,6.57,16.1,1.02,3.4,3.13,0.727,440
"菅野　智之",2013,"Top","G","27","13","6",176,729,21.3,5.08,16.2,0.51,2.58,3.12,0.701,522
"杉内　俊哉",2013,"Top","G","24","11","6",153,619,24.1,7.92,16.2,1.12,3.63,3.35,0.739,394
"高木　京介",2013,"Top","G","46","3","0",47.7,209,19.1,12.92,6.2,1.51,5.28,4.34,0.779,131
"高木　康成",2013,"Top","G","1","0","0",2,7,14.3,0,14.3,0,1.88,0,0.667,6
"田原　誠次",2013,"Top","G","7","0","0",9,39,20.5,10.26,10.3,0,2.77,6,0.654,26
"西村　健太朗",2013,"Top","G","71","4","3",71.7,289,24.6,10.73,13.8,0.13,2.47,1.13,0.744,180
"福田　聡志",2013,"Top","G","17","1","1",18,89,15.7,11.24,4.5,1.5,5.16,5,0.633,60
"ホールトン",2013,"Top","G","18","9","4",103.7,426,15.7,7.51,8.2,1.22,4.39,3.73,0.769,307
"マシソン",2013,"Top","G","63","2","2",61,235,32.8,7.66,25.1,0.3,1.77,1.03,0.75,136
"宮國　椋丞",2013,"Top","G","17","6","7",87.7,401,12.5,8.73,3.7,0.82,4.2,4.93,0.657,306
"山口　鉄也",2013,"Top","G","64","4","3",66.7,262,21,6.49,14.5,0.13,2.19,1.22,0.751,185
"新垣　渚",2013,"Top","H","5","1","1",22.7,106,12.3,11.32,0.9,2.78,7.6,5.56,0.708,72
"有馬　翔",2013,"Top","H","3","0","0",6,36,8.3,25,-16.7,1.5,9.05,7.5,0.545,22
"五十嵐　亮太",2013,"Top","H","51","3","3",53.3,214,27.1,8.41,18.7,0.17,2.02,2.53,0.728,136
"岩嵜　翔",2013,"Top","H","47","1","4",68.7,297,18.2,4.71,13.5,1.18,3.76,4.33,0.677,217
"江尻　慎太郎",2013,"Top","H","23","1","1",24,100,18,5,13,0.38,2.55,3.38,0.645,76
"オセゲラ",2013,"Top","H","6","3","1",36,149,15.4,10.07,5.4,0.25,3.3,2,0.743,109
"大隣　憲司",2013,"Top","H","7","3","3",42.7,179,16.2,5.59,10.6,0.63,3.21,3.38,0.713,136
"大場　翔太",2013,"Top","H","11","2","4",51.3,224,12.9,10.71,2.2,0.35,3.9,5.26,0.739,165
"金澤　健人",2013,"Top","H","27","2","0",23,101,11.9,11.88,0,0.78,4.54,3.13,0.773,75
"嘉弥真　新也",2013,"Top","H","40","3","1",54.3,215,23.3,7.44,15.8,0,2.04,2.32,0.741,147
"川原　弘之",2013,"Top","H","1","0","0",3,12,8.3,16.67,-8.3,3,8.55,9,1,8
"金　無英",2013,"Top","H","23","0","1",31,130,20.8,12.31,8.5,0.58,3.53,3.48,0.694,85
"攝津　正",2013,"Top","H","25","15","8",162.3,662,22.1,6.34,15.7,0.61,2.89,3.05,0.721,455
"千賀　滉大",2013,"Top","H","51","1","4",56.3,232,36.6,11.21,25.4,0.16,1.54,2.4,0.739,119
"武田　翔太",2013,"Top","H","17","4","4",93,415,13.5,16.39,-2.9,0.29,4.49,3.48,0.73,282
"巽　真悟",2013,"Top","H","6","0","1",19.7,87,20.7,9.2,11.5,0.46,3.24,4.58,0.672,58
"寺原　隼人",2013,"Top","H","16","4","7",93,398,14.1,7.54,6.5,0.87,3.94,4.65,0.709,302
"二保　旭",2013,"Top","H","5","0","0",9,43,7,13.95,-7,0,4.55,6,0.667,33
"パディーヤ",2013,"Top","H","16","3","6",58.7,245,16.3,6.94,9.4,0.46,3.41,3.84,0.736,178
"バリオス",2013,"Top","H","3","2","1",13.7,63,12.7,7.94,4.8,0.66,3.98,4.61,0.646,48
"東浜　巨",2013,"Top","H","5","3","1",28.7,120,20.8,7.5,13.3,1.26,4,2.83,0.716,81
"ファルケンボーグ",2013,"Top","H","41","0","4",39.7,153,32,10.46,21.6,0.91,3.16,2.04,0.84,81
"藤岡　好明",2013,"Top","H","32","4","0",28.7,121,12.4,9.92,2.5,0,3.2,2.51,0.688,93
"帆足　和幸",2013,"Top","H","19","8","7",98.3,413,11.1,9.69,1.5,0.46,4.01,4.58,0.706,316
"星野　大地",2013,"Top","H","7","0","0",9.3,41,12.2,12.2,0,0.96,5.78,5.79,0.667,27
"森福　允彦",2013,"Top","H","57","3","2",52.3,207,24.6,4.83,19.8,0.52,2.48,2.58,0.755,139
"柳瀬　明宏",2013,"Top","H","44","4","0",41.3,163,22.1,6.75,15.3,0.22,2.33,1.52,0.737,114
"山田　大樹",2013,"Top","H","9","3","3",35.3,164,10.4,12.2,-1.8,0.51,4.44,4.58,0.677,124
"山中　浩史",2013,"Top","H","17","0","2",29.3,136,8.1,8.82,-0.7,0.31,3.8,5.52,0.625,112
"山本　省吾",2013,"Top","H","2","0","0",1.7,10,10,20,-10,10.8,20.88,10.8,0.8,5
"石井　一久",2013,"Top","L","7","0","1",5.3,25,20,16,4,3.38,8.13,6.75,0.786,14
"岩尾　利弘",2013,"Top","L","10","1","0",12.3,64,4.7,15.62,-10.9,1.46,6.7,9.49,0.708,48
"ウィリアムス",2013,"Top","L","47","1","2",38,158,28.5,14.56,13.9,0.24,2.67,1.89,0.771,83
"大石　達也",2013,"Top","L","37","0","5",36.7,166,26.5,7.23,19.3,1.72,3.87,6.38,0.64,100
"岡本　篤志",2013,"Top","L","20","0","1",18,91,13.2,8.79,4.4,0.5,3.61,4.5,0.6,70
"岡本　洋介",2013,"Top","L","32","4","4",77.3,333,16.5,7.21,9.3,0.58,3.43,3.84,0.68,244
"長田　秀一郎",2013,"Top","L","16","0","2",15.3,69,17.4,5.8,11.6,0.59,3.15,5.28,0.746,118
"川崎　雄介",2013,"Top","L","8","0","0",4.7,20,0,15,-15,0,4.81,5.79,0.667,24
"菊池　雄星",2013,"Top","L","17","9","4",108,441,20.9,9.98,10.9,0.42,3.09,1.92,0.751,297
"岸　孝之",2013,"Top","L","26","11","5",178.3,716,19.3,4.33,14.9,0.86,3.18,3.08,0.736,523
"小石　博孝",2013,"Top","L","11","0","0",12.7,63,19,12.7,6.3,0.71,4.15,10.66,0.585,41
"サファテ",2013,"Top","L","58","9","1",57.7,229,28.8,10.48,18.3,0.62,2.9,1.87,0.808,130
"坂元　弥太郎",2013,"Top","L","11","0","2",17.3,77,18.2,14.29,3.9,0.52,3.75,5.19,0.72,50
"高橋　朋己",2013,"Top","L","24","1","0",18.7,77,36.4,14.29,22.1,0.48,2.51,3.38,0.75,36
"武隈　祥太",2013,"Top","L","9","1","1",13.7,54,7.4,11.11,-3.7,1.98,6.47,3.29,0.829,41
"十亀　剣",2013,"Top","L","28","8","8",164.3,688,17.7,6.4,11.3,0.66,3.3,3.45,0.708,500
"中崎　雄太",2013,"Top","L","7","0","0",9.7,53,5.7,9.43,-3.8,1.86,6.19,9.31,0.595,42
"西口　文也",2013,"Top","L","4","0","2",10.7,58,12.1,15.52,-3.4,1.69,6.54,8.44,0.6,40
"野上　亮磨",2013,"Top","L","30","11","7",152.7,643,14.5,6.38,8.1,1,4.06,3.95,0.743,483
"藤原　良平",2013,"Top","L","2","0","0",2,10,20,10,10,4.5,10.38,18,0.6,5
"牧田　和久",2013,"Top","L","26","8","9",166,690,12.6,5.65,7,0.7,3.7,2.6,0.712,541
"増田　達至",2013,"Top","L","42","5","3",52.7,237,18.6,8.02,10.5,0.51,2.98,3.76,0.661,168
"松下　建太",2013,"Top","L","9","0","1",10.3,44,15.9,4.55,11.4,0,2.69,3.48,0.667,33
"山本　淳",2013,"Top","L","12","0","1",16,74,13.5,9.46,4.1,0.56,4.13,2.25,0.63,54
"涌井　秀章",2013,"Top","L","45","5","7",92.3,398,19.8,7.29,12.6,0.39,2.91,3.9,0.693,277
"阿部　和成",2013,"Top","M","5","2","0",21.3,91,7.7,10.99,-3.3,0.42,4.38,4.22,0.667,72
"伊藤　義弘",2013,"Top","M","17","1","3",18.7,95,14.7,9.47,5.3,0.48,3.53,10.61,0.563,71
"上野　大樹",2013,"Top","M","42","3","0",61.7,269,15.2,9.29,5.9,0.88,3.99,3.06,0.699,196
"内　竜也",2013,"Top","M","26","1","0",25.7,102,25.5,9.8,15.7,0,2.03,1.05,0.727,66
"大谷　智久",2013,"Top","M","14","2","5",47.7,222,12.2,7.21,5,1.51,5.19,6.99,0.695,167
"大嶺　祐太",2013,"Top","M","10","4","2",43.3,197,14.7,13.2,1.5,0.42,4.08,4.57,0.703,138
"荻野　忠寛",2013,"Top","M","4","0","0",5.7,26,7.7,11.54,-3.8,1.59,6.06,6.35,0.75,20
"カルロス・ロサ",2013,"Top","M","52","0","1",47.7,199,24.1,5.53,18.6,0.57,2.44,2.08,0.679,134
"香月　良仁",2013,"Top","M","7","1","0",9.7,43,2.3,4.65,-2.3,0.93,4.33,3.72,0.684,38
"唐川　侑己",2013,"Top","M","27","9","11",168,728,11,6.32,4.7,0.64,3.7,4.18,0.704,585
"グライシンガー",2013,"Top","M","13","5","4",71.3,303,17.2,4.95,12.2,1.01,3.64,4.54,0.702,225
"黒沢　翔太",2013,"Top","M","1","0","0",2,9,11.1,0,11.1,0,1.88,0,0.5,8
"ゴンザレス",2013,"Top","M","4","0","2",13.3,70,11.4,2.86,8.6,0.68,3.56,8.1,0.526,57
"中後　悠平",2013,"Top","M","5","0","1",1,9,0,55.56,-55.6,0,17.88,18,0.75,4
"中郷　大樹",2013,"Top","M","37","2","2",35.3,153,20.3,7.84,12.4,0.76,3.34,3.31,0.708,106
"成瀬　善久",2013,"Top","M","14","6","4",87,364,14,6.87,7.1,1.34,4.55,3,0.75,272
"西野　勇士",2013,"Top","M","24","9","6",139.7,588,18,6.8,11.2,0.32,2.71,3.8,0.688,432
"服部　泰卓",2013,"Top","M","51","2","1",32,139,15.1,7.19,7.9,0.28,3.2,3.38,0.712,104
"藤岡　貴裕",2013,"Top","M","39","6","10",118.3,509,14.9,9.04,5.9,0.68,3.88,3.95,0.712,371
"古谷　拓哉",2013,"Top","M","15","9","1",89,359,21.2,8.08,13.1,0.51,3.09,2.73,0.745,243
"益田　直也",2013,"Top","M","68","2","6",62,268,24.6,5.97,18.7,0.44,2.21,2.76,0.648,176
"松永　昂大",2013,"Top","M","58","4","1",76.7,323,20.1,8.36,11.8,0.47,2.96,2.11,0.712,222
"南　昌輝",2013,"Top","M","28","3","0",31.3,151,18.5,19.21,-0.7,0.29,4.29,4.02,0.688,93
"吉見　祐治",2013,"Top","M","5","0","1",18.7,85,14.1,11.76,2.4,1.93,5.83,3.86,0.724,58
"レデズマ",2013,"Top","M","26","3","3",30.7,137,16.1,9.49,6.6,0.59,3.76,3.23,0.704,98
"渡辺　俊介",2013,"Top","M","6","0","4",25.3,125,7.2,7.2,0,0.71,4.62,4.62,0.68,100
"赤川　克紀",2013,"Top","S","9","0","5",40,186,14,12.37,1.6,1.12,5.16,6.98,0.698,129
"阿部　健太",2013,"Top","S","18","1","0",20,83,21.7,6.02,15.7,1.35,3.78,4.5,0.719,57
"石川　雅規",2013,"Top","S","24","6","9",148.3,623,13.6,5.3,8.3,0.91,3.82,3.52,0.723,483
"石山　泰稚",2013,"Top","S","60","3","3",58.3,263,22.4,11.41,11,0.93,3.64,2.78,0.683,164
"江村　将也",2013,"Top","S","31","3","0",26.7,122,19.7,9.02,10.7,1.69,4.98,5.4,0.65,80
"大場　達也",2013,"Top","S","5","0","0",6.3,33,18.2,30.3,-12.1,0,5.73,2.84,0.824,17
"小川　泰弘",2013,"Top","S","26","16","4",178,722,18.7,6.23,12.5,0.46,2.8,2.93,0.725,530
"押本　健彦",2013,"Top","S","26","2","4",31,140,13.6,9.29,4.3,0.29,3.43,4.94,0.67,106
"木谷　良平",2013,"Top","S","28","3","3",78.7,333,16.5,7.21,9.3,0.57,3.3,4,0.706,245
"久古　健太郎",2013,"Top","S","38","2","1",29.3,120,27.5,2.5,25,1.84,3.8,2.76,0.711,76
"七條　祐樹",2013,"Top","S","30","0","1",35.7,149,20.1,6.71,13.4,1.51,4.31,4.04,0.725,102
"正田　樹",2013,"Top","S","15","1","1",15.7,63,15.9,1.59,14.3,1.15,3.84,2.87,0.708,48
"館山　昌平",2013,"Top","S","2","0","0",8.3,37,16.2,8.11,8.1,0,2.88,3.24,0.667,27
"徳山　武陽",2013,"Top","S","5","0","2",18.3,83,9.6,15.66,-6,1.47,6.76,4.42,0.821,56
"中澤　雅人",2013,"Top","S","3","0","2",11.3,63,12.7,17.46,-4.8,3.18,8.97,7.94,0.625,40
"バーネット",2013,"Top","S","47","1","8",40.3,176,35.2,10.8,24.4,0.89,2.51,6.02,0.632,87
"日高　亮",2013,"Top","S","2","0","1",1.7,10,10,20,-10,0,5.28,16.2,0.571,7
"平井　諒",2013,"Top","S","7","1","1",6.3,29,27.6,6.9,20.7,0,1.31,1.42,0.632,19
"藤田　太陽",2013,"Top","S","20","0","0",18.7,78,7.7,7.69,0,1.45,5.78,1.93,0.833,60
"古野　正人",2013,"Top","S","10","1","2",31,135,11.1,13.33,-2.2,1.45,5.76,4.65,0.726,95
"増渕　竜義",2013,"Top","S","5","0","0",5.3,29,10.3,10.34,0,0,3.45,6.75,0.652,23
"松井　光介",2013,"Top","S","2","0","0",1,11,9.1,9.09,0,9,16.88,72,0.25,8
